Feel Good,1994,1,English,forrestgump.jpg,Forrest Gump,8.8,Forrest Gump is a 1994 American comedy-drama film directed by Robert Zemeckis and written by Eric Roth. It is based on the 1986 novel of the same name,Drama,https://www.youtube.com/watch?v=bLvqoHBptjg
Feel Good,1994,1,English,shawshank.jpg,The Shawshank Redemption,9.3,"wo imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",Drama,https://www.youtube.com/watch?v=6hB3S9bIaco
Feel Good,1994,1,English,gifted.jpg,Gifted,7.6,"Frank, a single man raising his genius niece, Mary, gets into a legal battle with his mother, Evelyn, over her custody. However, Evelyn will do anything to make Mary complete her mother's project.",Drama,https://www.youtube.com/watch?v=tI01wBXGHUs
Depressing,2002,1,English,pianist.jpg,The Pianist,8.5,"During the WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",Drama,https://www.youtube.com/watch?v=BFwGqLa_oAo
Depressing,1997,1,Italian,lifeisbeautiful.jpg,Life Is Beautiful,8.6,"A Jewish father and his family are surrounded by Nazi death camps. Living in a hostile environment, he uses humor to shield his young son from the grim realities of war.",Drama,https://www.youtube.com/watch?v=8CTjcVr9Iao
Depressing,2013,1,English,Inside.jpg,Inside Llewyn Davis,7.4,"Llewyn Davis, a former merchant marine, is a folk singer from Greenwich Village, New York City. He struggles to maintain his artistic independence against the commercial needs of the music industry.",Drama,https://www.youtube.com/watch?v=VuQ8pz-5WLY
